id,price,brand,model,transmission,color,body_type,poster_type,fuel_type,location,post_age_in_days,age_of_car,mileage_in_km
CAR007084,455000,35,386,1,1,5,1,0,304,30,16,530031.6666666666
CAR007088,185000,35,324,3,21,7,1,0,348,30,23,142134.33333333334
CAR007089,400000,35,331,1,0,6,1,2,303,30,11,101000.0
CAR007090,198000,35,471,3,2,4,0,0,392,30,23,142134.33333333334
CAR007091,340000,35,386,1,8,5,1,0,254,30,16,530031.6666666666
CAR007096,1499000,35,361,3,18,5,1,0,304,30,0,31700.0
CAR007097,350000,35,356,3,17,6,0,2,328,30,2,129500.0
CAR007098,390000,35,386,1,8,5,1,0,254,30,18,70667.0
CAR007099,300000,35,97,3,21,3,1,0,239,30,5,41679.333333333336
CAR007100,215000,35,386,1,8,5,1,0,305,30,15,58240.333333333336
CAR007101,745000,35,361,1,1,5,0,0,403,30,4,31666.666666666668
CAR007102,365000,35,324,3,21,7,1,0,107,30,9,331000.0
CAR007113,130000,35,328,3,2,6,1,2,328,30,20,117266.66666666667
CAR007115,400000,35,97,3,18,3,0,0,186,30,9,331000.0
CAR007117,380000,35,359,1,7,6,1,2,33,30,4,31666.666666666668
CAR007119,1370000,35,386,1,21,5,0,0,328,30,5,41679.333333333336
CAR007122,685000,35,361,1,21,5,1,0,328,31,7,298248.3333333333
CAR007123,600000,35,471,3,9,4,1,0,80,31,9,331000.0
CAR007124,155000,35,97,1,2,3,1,0,254,31,17,861884.6666666666
CAR007125,90000,35,328,3,21,6,1,2,82,31,22,118067.66666666667
CAR007127,230000,35,97,1,2,3,1,2,328,31,17,861884.6666666666
CAR007131,100000,35,328,3,18,6,0,2,254,31,21,92929.33333333333
CAR007132,105000,35,328,3,18,6,1,2,169,31,26,113667.0
CAR007133,685000,35,471,1,17,4,0,0,328,31,8,82333.33333333333
CAR007135,395000,35,359,1,2,6,0,2,328,31,4,31666.666666666668
CAR007138,130000,35,328,3,1,6,1,2,328,32,19,122666.66666666667
CAR007141,1565000,35,363,3,17,5,0,0,328,32,0,31700.0
CAR007142,600000,35,361,1,18,5,1,0,405,32,9,331000.0
CAR007148,1605000,35,363,1,1,5,1,0,254,32,0,31700.0
CAR007151,340000,35,97,3,1,3,1,0,366,32,11,101000.0
CAR007156,70000,35,328,3,14,6,0,2,418,32,23,142134.33333333334
CAR007160,820000,35,363,1,4,5,0,0,292,32,5,41679.333333333336
CAR007164,140000,35,322,3,0,7,1,0,103,32,25,62333.666666666664
CAR007165,510000,35,356,1,9,6,0,2,328,32,2,129500.0
CAR007166,430000,35,356,1,21,6,0,2,328,32,4,31666.666666666668
CAR007167,330000,35,359,3,18,6,0,2,328,32,3,140723.66666666666
CAR007169,365000,35,359,1,1,6,1,2,251,32,5,41679.333333333336
CAR007171,942000,35,322,3,21,7,1,0,328,32,0,31700.0
CAR007176,728000,35,363,3,18,5,1,0,328,32,5,41679.333333333336
CAR007198,490000,35,97,3,2,3,0,0,328,33,5,41679.333333333336
CAR007200,365000,35,359,3,9,6,1,2,328,33,5,41679.333333333336
CAR007201,248000,35,324,3,21,7,1,0,242,33,18,70667.0
CAR007202,130000,35,356,3,8,6,1,2,373,33,39,682222.2222222222
CAR007207,738000,35,471,1,21,4,1,0,328,33,7,298248.3333333333
CAR007214,570000,35,361,3,9,5,0,0,240,33,9,331000.0
CAR007218,345000,35,361,1,21,5,1,0,328,33,9,331000.0
CAR007219,735000,35,359,3,2,6,1,2,257,33,0,31700.0
CAR007221,798000,35,361,1,1,5,0,0,32,33,4,31666.666666666668
CAR007224,665000,35,324,3,21,7,1,0,102,33,2,129500.0
CAR007225,75000,35,328,3,21,6,1,2,418,33,23,142134.33333333334
CAR007226,780000,35,361,3,21,5,1,0,257,33,5,41679.333333333336
CAR007227,1165000,35,471,3,1,4,1,0,113,33,0,31700.0
CAR007228,1499000,35,363,3,9,5,1,0,113,33,0,31700.0
CAR007229,735000,35,359,3,1,6,1,0,113,33,0,31700.0
CAR007230,1093000,35,471,1,17,4,1,0,113,33,0,31700.0
CAR007235,535000,35,97,3,9,3,1,0,269,33,3,140723.66666666666
CAR007239,180000,35,97,3,21,3,1,0,328,33,12,99333.33333333333
CAR007240,265000,35,324,3,21,7,0,0,328,33,12,99333.33333333333
CAR007250,120000,35,328,3,8,6,1,2,254,33,22,118067.66666666667
CAR007251,240000,35,328,1,1,6,1,2,140,33,10,82000.0
CAR007256,380000,35,97,3,21,3,1,0,361,33,13,79333.33333333333
CAR007257,400000,35,324,3,21,7,1,0,409,33,9,331000.0
CAR007265,315000,35,97,3,18,3,0,0,357,33,15,58240.333333333336
CAR007267,585000,35,324,3,21,7,1,0,174,33,4,31666.666666666668
CAR007271,648000,35,97,3,21,3,1,3,328,33,2,129500.0
CAR007272,678000,35,97,3,1,3,1,3,328,33,2,129500.0
CAR007273,1158000,35,363,1,1,5,1,3,328,34,3,140723.66666666666
CAR007279,890000,35,361,1,4,5,1,0,48,34,5,41679.333333333336
CAR007280,168000,35,97,1,2,3,1,2,328,34,17,861884.6666666666
CAR007281,319000,35,356,3,9,6,0,2,32,34,5,41679.333333333336
CAR007283,275000,35,97,3,21,3,1,0,144,34,13,79333.33333333333
CAR007288,640000,35,361,3,21,5,1,0,305,34,6,47854.0
CAR007296,210000,35,97,1,18,3,1,2,254,34,16,530031.6666666666
CAR007299,180000,35,328,3,2,6,1,2,197,34,18,70667.0
CAR007307,360000,35,383,1,18,5,1,2,328,34,10,82000.0
CAR007331,425000,35,97,3,2,3,0,0,46,34,8,82333.33333333333
CAR007335,790000,35,361,1,18,5,1,0,254,34,5,41679.333333333336
CAR007336,165000,35,328,1,1,6,1,2,230,34,16,530031.6666666666
CAR007338,145000,35,328,3,9,6,1,2,186,34,18,70667.0
CAR007339,400000,35,356,1,18,6,1,2,263,34,3,140723.66666666666
CAR007342,365000,35,359,1,17,6,0,2,140,34,4,31666.666666666668
CAR007343,360000,35,331,1,1,6,1,2,334,34,6,47854.0
CAR007344,725000,35,363,1,17,5,0,0,240,34,6,47854.0
CAR007345,520000,35,471,1,21,4,1,0,328,34,12,99333.33333333333
CAR007347,620000,35,361,3,4,5,1,0,328,34,7,298248.3333333333
CAR007353,135000,35,328,1,2,6,1,2,418,34,19,122666.66666666667
CAR007354,98000,35,324,3,9,7,0,0,239,34,23,142134.33333333334
CAR007359,360000,35,331,1,1,6,1,2,334,34,6,47854.0
CAR007366,138000,35,328,3,9,6,1,2,74,34,25,62333.666666666664
CAR007367,150000,35,328,3,15,6,1,2,395,35,18,70667.0
CAR007369,699000,35,471,3,18,4,0,0,52,35,6,47854.0
CAR007377,220000,35,97,3,21,3,1,0,328,35,16,530031.6666666666
CAR007381,130000,35,328,3,17,6,1,2,401,35,18,70667.0
CAR007382,325000,35,471,3,17,4,0,0,373,35,23,142134.33333333334
CAR007388,930000,35,361,3,21,5,1,0,328,35,5,41679.333333333336
CAR007389,625000,35,471,3,1,4,1,0,186,35,9,331000.0
CAR007400,128000,35,328,1,8,6,1,2,211,35,21,92929.33333333333
CAR007402,140000,35,328,1,2,6,1,2,403,35,21,92929.33333333333
CAR007404,175000,35,324,3,8,7,1,0,328,35,22,118067.66666666667
CAR007407,95000,35,252,3,2,6,1,2,304,35,24,123739.66666666667
CAR007409,420000,35,324,3,21,7,0,0,328,35,8,82333.33333333333
CAR007411,317000,35,324,3,21,7,0,0,264,35,11,101000.0
CAR007414,849000,35,533,3,1,5,1,2,328,35,0,31700.0
CAR007419,350000,35,386,1,21,5,1,0,418,35,20,117266.66666666667
CAR007424,278000,35,324,3,21,7,1,0,328,35,14,100000.0
CAR007437,320000,35,386,1,2,5,1,2,205,35,13,79333.33333333333
CAR007441,219000,35,328,1,1,6,1,2,211,35,8,82333.33333333333
CAR007442,300000,35,324,3,21,7,1,2,328,35,12,99333.33333333333
CAR007444,185000,35,97,3,21,3,1,0,353,35,17,861884.6666666666
CAR007447,138000,35,328,3,2,6,1,2,380,35,19,122666.66666666667
CAR007448,320000,35,359,3,9,6,1,2,305,35,5,41679.333333333336
CAR007451,230000,35,386,1,18,5,1,0,303,35,17,861884.6666666666
CAR007459,808000,35,386,1,1,5,1,0,84,36,12,99333.33333333333
CAR007463,75000,35,252,1,9,6,0,2,303,36,22,118067.66666666667
CAR007467,1195000,35,361,3,1,5,1,0,328,36,0,31700.0
CAR007468,420000,35,359,3,21,6,1,2,257,36,2,129500.0
CAR007471,1359000,35,361,1,1,5,1,0,328,36,1,170666.66666666666
CAR007472,698000,35,324,3,21,7,1,0,328,36,2,129500.0
CAR007475,598000,35,324,3,21,7,1,0,328,36,3,140723.66666666666
CAR007478,585000,35,359,1,9,6,1,2,328,36,2,129500.0
CAR007479,620000,35,359,1,11,6,1,2,328,36,1,170666.66666666666
CAR007487,290000,35,328,3,18,6,1,2,197,36,12,99333.33333333333
CAR007497,475000,35,386,1,21,5,1,2,269,36,22,118067.66666666667
CAR007503,385000,35,324,3,21,7,1,0,328,37,8,82333.33333333333
CAR007504,538000,35,97,3,1,3,0,0,257,37,4,31666.666666666668
CAR007507,1769000,35,363,1,21,5,1,0,254,37,0,31700.0
CAR007508,1769000,35,363,1,21,5,1,0,254,37,0,31700.0
CAR007510,540000,35,97,3,18,3,0,0,230,37,4,31666.666666666668
CAR007511,208000,35,97,1,21,3,1,2,105,37,17,861884.6666666666
CAR007514,200000,35,328,1,1,6,1,2,273,37,18,70667.0
CAR007517,999000,35,533,3,21,5,1,2,328,37,0,31700.0
CAR007518,465000,35,471,3,18,4,0,0,74,37,13,79333.33333333333
CAR007524,130000,35,328,1,17,6,1,2,254,37,12,99333.33333333333
CAR007529,408000,35,105,1,4,5,1,2,254,37,7,298248.3333333333
CAR007531,1075000,35,533,1,18,5,1,2,328,37,0,31700.0
CAR007532,85000,35,328,1,17,6,1,2,306,37,24,123739.66666666667
CAR007534,320000,35,97,3,2,3,1,0,357,37,7,298248.3333333333
CAR007541,988000,35,363,3,17,5,0,0,239,37,2,129500.0
CAR007544,75000,35,252,1,4,6,1,2,353,37,20,117266.66666666667
CAR007549,75000,35,252,1,1,6,1,2,328,37,24,123739.66666666667
CAR007554,180000,35,324,3,21,7,1,0,328,38,2,129500.0
CAR007559,528000,35,359,1,17,6,0,3,131,38,1,170666.66666666666
CAR007561,599999,35,359,3,18,6,0,2,113,38,0,31700.0
CAR007564,170000,35,324,3,21,7,1,0,15,38,24,123739.66666666667
CAR007565,130000,35,356,3,2,6,0,2,380,38,21,92929.33333333333
CAR007567,448000,35,97,3,1,3,0,0,344,38,7,298248.3333333333
CAR007575,130000,35,328,3,17,6,1,2,144,38,24,123739.66666666667
CAR007578,85000,35,252,3,9,6,1,2,373,38,22,118067.66666666667
CAR007581,750000,35,363,1,18,5,1,0,306,38,7,298248.3333333333
CAR007585,185000,35,386,3,18,5,1,0,303,38,28,41000.0
CAR007593,400000,35,97,3,1,3,1,0,371,39,9,331000.0
CAR007598,290000,35,322,3,21,7,1,0,382,39,21,92929.33333333333
CAR007599,258000,35,328,1,18,6,1,2,211,39,11,101000.0
CAR007600,70000,35,324,3,17,7,1,2,15,39,25,62333.666666666664
CAR007601,345000,35,359,3,21,6,0,2,251,39,3,140723.66666666666
CAR007603,810000,35,363,3,17,5,1,0,391,39,5,41679.333333333336
CAR007606,1499000,35,363,3,17,5,1,0,257,39,0,31700.0
CAR007610,285000,35,210,3,18,5,1,0,418,39,16,530031.6666666666
CAR007613,78000,35,328,3,8,6,1,2,169,39,26,113667.0
CAR007614,150000,35,328,3,21,6,1,2,371,39,21,92929.33333333333
CAR007615,625000,35,361,1,21,5,0,0,325,39,10,82000.0
CAR007620,270000,35,383,1,1,5,1,2,328,40,15,58240.333333333336
CAR007621,385000,35,97,3,17,3,1,0,211,40,8,82333.33333333333
CAR007625,165000,35,328,1,0,6,1,2,352,40,16,530031.6666666666
CAR007637,700000,35,361,3,1,5,0,0,113,40,5,41679.333333333336
CAR007639,1175000,35,533,1,17,5,1,2,305,40,0,31700.0
CAR007640,1680000,35,386,1,9,5,1,0,328,40,4,31666.666666666668
CAR007641,635000,35,363,1,17,5,0,0,303,40,7,298248.3333333333
CAR007643,195000,35,386,1,18,5,0,0,169,40,21,92929.33333333333
CAR007644,278000,35,97,1,21,3,1,2,113,40,15,58240.333333333336
CAR007652,345000,35,324,3,21,7,1,0,357,40,8,82333.33333333333
CAR007653,785000,35,359,1,17,6,0,2,76,40,0,31700.0
CAR007654,165000,35,328,3,17,6,1,2,224,40,22,118067.66666666667
CAR007655,275000,35,324,3,21,7,1,0,160,40,16,530031.6666666666
CAR007657,688000,35,471,3,1,4,0,0,105,40,7,298248.3333333333
CAR007660,200000,35,97,3,17,3,1,0,36,40,20,117266.66666666667
CAR007662,620000,35,363,1,1,5,1,0,328,40,8,82333.33333333333
CAR007667,1800000,35,363,1,21,5,1,0,211,40,0,31700.0
CAR007669,600000,35,361,1,1,5,1,0,85,40,8,82333.33333333333
CAR007672,142000,35,324,3,21,7,1,0,328,41,6,47854.0
CAR007673,720000,35,361,1,9,5,1,0,414,41,9,331000.0
CAR007674,1899000,35,386,1,21,5,1,0,328,41,2,129500.0
CAR007677,142000,35,323,3,21,7,1,0,328,41,5,41679.333333333336
CAR007678,225000,35,97,3,1,3,0,0,328,41,12,99333.33333333333
CAR007683,750000,35,361,1,17,5,1,0,186,41,7,298248.3333333333
CAR007684,315000,35,359,3,17,6,1,2,109,41,5,41679.333333333336
CAR007685,250000,35,97,3,1,3,1,0,257,41,13,79333.33333333333
CAR007688,368000,35,97,3,21,3,0,0,328,41,7,298248.3333333333
CAR007689,313000,35,97,3,2,3,1,0,52,41,17,861884.6666666666
CAR007690,380000,35,386,1,1,5,0,0,225,41,16,530031.6666666666
CAR007698,1769000,35,361,1,18,5,0,0,239,41,0,31700.0
CAR007702,300000,35,97,3,21,3,1,0,269,41,3,140723.66666666666
CAR007703,130000,35,356,3,8,6,1,2,373,41,39,682222.2222222222
CAR007705,1450000,35,386,1,9,5,1,0,140,41,6,47854.0
CAR007713,148000,35,328,3,2,6,0,2,380,41,19,122666.66666666667
CAR007718,308000,35,97,3,21,3,1,0,392,41,17,861884.6666666666
CAR007721,210000,35,386,3,1,5,0,0,306,41,28,41000.0
CAR007728,649000,35,359,1,21,6,0,2,113,41,0,31700.0
CAR007729,1769000,35,363,1,18,5,0,0,344,41,0,31700.0
CAR007734,1165000,35,471,3,21,4,1,0,258,41,0,31700.0
CAR007740,350000,35,210,1,1,5,0,2,269,42,12,99333.33333333333
CAR007741,550000,35,359,3,21,6,1,2,328,42,1,170666.66666666666
CAR007743,560000,35,361,1,17,5,1,0,251,42,9,331000.0
CAR007752,250000,35,386,1,9,5,1,0,328,42,29,91333.33333333333
CAR007761,785000,35,363,1,21,5,1,0,32,42,6,47854.0
CAR007764,635000,35,361,1,17,5,0,0,303,42,7,298248.3333333333
CAR007767,170000,35,328,1,21,6,1,2,357,42,19,122666.66666666667
CAR007772,235000,35,322,3,0,7,0,0,390,42,22,118067.66666666667
CAR007779,300000,35,356,1,22,6,1,2,305,42,6,47854.0
CAR007781,245000,35,356,3,1,6,0,2,357,42,6,47854.0
CAR007789,85000,35,328,3,1,6,1,2,240,43,22,118067.66666666667
CAR007790,750000,35,363,1,17,5,1,0,328,43,5,41679.333333333336
CAR007792,390000,35,238,3,21,1,1,2,45,43,19,122666.66666666667
CAR007793,210000,35,324,3,21,7,0,0,348,43,24,123739.66666666667
CAR007796,185000,35,97,3,2,3,0,2,269,43,19,122666.66666666667
CAR007797,469000,35,386,3,1,5,1,0,344,43,1,170666.66666666666
CAR007801,180000,35,328,1,21,6,1,2,357,43,19,122666.66666666667
CAR007804,109000,35,105,1,21,5,1,2,257,43,7,298248.3333333333
CAR007809,858000,35,361,1,17,5,0,0,328,43,4,31666.666666666668
CAR007823,195000,35,386,3,21,5,1,0,303,43,28,41000.0
CAR007830,410000,35,97,3,17,3,1,0,373,43,11,101000.0
CAR007834,735000,35,359,1,2,6,1,2,392,43,0,31700.0
CAR007837,727000,35,361,1,21,5,1,0,328,43,5,41679.333333333336
CAR007848,650000,35,471,3,9,4,1,0,395,44,13,79333.33333333333
CAR007850,700000,35,386,1,17,5,0,0,403,44,14,100000.0
CAR007851,360000,35,359,1,21,6,1,2,328,44,5,41679.333333333336
CAR007852,130000,35,328,3,8,6,1,2,211,44,22,118067.66666666667
CAR007861,138000,35,328,3,9,6,1,2,107,44,22,118067.66666666667
CAR007871,72000,35,359,1,9,6,1,2,186,44,0,31700.0
CAR007872,249000,35,328,3,1,6,0,2,52,44,12,99333.33333333333
CAR007882,400000,35,97,3,1,3,1,0,264,44,7,298248.3333333333
CAR007884,620000,35,331,1,14,6,1,2,328,44,9,331000.0
CAR007885,658000,35,324,3,21,7,1,0,328,44,3,140723.66666666666
CAR007888,75000,35,328,3,18,6,1,2,149,44,25,62333.666666666664
CAR007890,350000,35,471,3,17,4,1,0,257,44,22,118067.66666666667
CAR007892,320000,35,383,1,9,5,1,2,254,45,11,101000.0
CAR007906,608000,35,361,3,9,5,1,0,113,45,9,331000.0
CAR007909,285000,35,356,3,1,6,1,2,269,45,5,41679.333333333336
CAR007913,1235000,35,363,1,18,5,1,3,211,50,3,140723.66666666666
CAR007918,785000,35,359,1,17,6,0,3,254,51,0,31700.0
CAR007919,839000,35,359,1,18,6,0,3,254,51,0,31700.0
CAR007920,2260000,35,363,1,18,5,0,0,254,51,0,31700.0
CAR007921,1300000,35,471,1,17,4,0,3,254,51,0,31700.0
CAR007922,1175000,35,533,1,17,5,0,3,254,51,0,31700.0
CAR007927,698000,35,97,3,2,3,0,0,254,55,3,140723.66666666666
CAR007928,595000,35,97,3,18,3,0,0,254,55,3,140723.66666666666
CAR007929,698000,35,97,3,2,3,0,0,254,55,3,140723.66666666666
CAR007930,368000,35,324,3,21,7,0,0,254,55,12,99333.33333333333
CAR007931,428000,35,356,1,18,6,0,3,254,55,5,41679.333333333336
CAR007932,528000,35,356,1,17,6,0,2,254,55,2,129500.0
CAR007940,1298000,35,361,1,21,5,0,0,254,55,3,140723.66666666666
CAR007941,1398000,35,361,1,21,5,0,0,254,55,3,140723.66666666666
CAR007942,1258000,35,361,1,1,5,0,0,254,55,3,140723.66666666666
CAR007943,1250000,35,361,1,17,5,0,0,254,55,3,140723.66666666666
CAR007944,1278000,35,361,1,1,5,0,0,254,55,3,140723.66666666666
CAR007945,1298000,35,361,3,1,5,0,0,254,55,2,129500.0
CAR007950,1048000,35,363,1,9,5,0,3,131,60,4,31666.666666666668
CAR007957,598000,35,363,1,18,5,0,3,328,60,7,298248.3333333333
CAR007967,867000,35,359,1,15,6,0,3,305,60,0,31700.0
CAR007968,717000,35,359,1,21,6,0,3,239,60,0,31700.0
CAR007971,688000,35,356,1,21,6,0,3,131,60,1,170666.66666666666
CAR007972,458000,35,359,1,17,6,0,3,131,60,3,140723.66666666666
CAR007976,888000,35,361,3,17,5,0,2,254,60,5,41679.333333333336
CAR007977,868000,35,361,1,21,5,0,2,254,60,5,41679.333333333336
CAR007978,600000,35,471,3,21,4,1,0,52,61,10,82000.0
CAR007979,428000,35,356,3,18,6,0,2,254,61,2,129500.0
CAR007980,298000,35,359,3,18,6,1,3,167,62,6,47854.0
CAR007981,890000,35,363,1,1,5,0,3,131,62,7,298248.3333333333
CAR007990,758000,35,363,1,9,5,1,3,167,62,5,41679.333333333336
CAR008010,928000,35,331,3,17,6,0,3,247,70,0,31700.0
CAR008021,1320000,35,363,1,1,5,0,3,105,73,2,129500.0
CAR008025,898000,35,363,1,9,5,0,3,257,73,5,41679.333333333336
CAR008028,778000,35,471,3,17,4,0,3,328,73,4,31666.666666666668
CAR008031,450000,35,359,3,9,6,0,3,328,76,2,129500.0
CAR008037,450000,35,386,1,8,5,0,0,328,76,19,122666.66666666667
CAR008038,350000,35,386,3,17,5,0,0,328,76,24,123739.66666666667
CAR008041,615000,35,363,1,21,5,1,3,239,78,9,331000.0
CAR008046,700000,35,361,1,9,5,0,0,254,78,8,82333.33333333333
CAR008047,768000,35,361,1,9,5,0,0,254,78,8,82333.33333333333
CAR008048,490000,35,97,3,21,3,0,0,254,78,16,530031.6666666666
CAR008066,1250000,35,363,1,9,5,0,3,211,86,3,140723.66666666666
CAR008067,1240000,35,363,1,17,5,0,3,328,86,3,140723.66666666666
CAR008072,810000,35,363,1,1,5,0,3,131,87,5,41679.333333333336
CAR008074,798000,35,363,1,17,5,0,3,131,87,7,298248.3333333333
CAR008086,768000,35,105,1,18,5,0,3,131,88,4,31666.666666666668
CAR008093,798000,35,361,1,2,5,0,0,254,92,7,298248.3333333333
CAR008094,748000,35,361,1,1,5,0,0,254,92,7,298248.3333333333
CAR008095,798000,35,361,1,2,5,0,0,254,92,7,298248.3333333333
CAR008097,650000,35,471,1,17,4,1,0,269,93,9,331000.0
CAR008119,400000,35,97,3,17,3,0,0,305,97,8,82333.33333333333
CAR008122,398000,35,359,3,18,6,1,3,167,98,4,31666.666666666668
CAR008123,628000,35,324,3,21,7,1,3,254,98,3,140723.66666666666
CAR008124,628000,35,97,3,18,3,1,3,254,98,4,31666.666666666668
CAR008126,717000,35,359,1,21,6,0,3,211,98,1,170666.66666666666
CAR008127,478000,35,97,1,17,3,0,0,254,99,9,331000.0
CAR008128,768000,35,97,1,17,3,0,0,254,99,6,47854.0
CAR008129,768000,35,471,1,9,4,0,0,254,99,6,47854.0
CAR008130,1058000,35,361,1,21,5,1,0,254,99,4,31666.666666666668
CAR008131,900000,35,361,1,21,5,1,0,254,99,4,31666.666666666668
CAR008132,938000,35,361,1,17,5,1,0,254,99,4,31666.666666666668
CAR008137,678000,35,97,3,18,3,0,3,105,99,2,129500.0
CAR008146,558000,35,361,1,1,5,1,3,254,100,14,100000.0
CAR008147,586000,35,361,1,21,5,1,3,254,100,14,100000.0
CAR008148,698000,35,471,1,18,4,1,0,328,100,10,82000.0
CAR008149,898000,35,361,1,1,5,0,0,254,100,6,47854.0
CAR008150,928000,35,361,1,1,5,0,0,254,100,6,47854.0
CAR008151,888000,35,361,3,21,5,0,0,254,100,4,31666.666666666668
CAR008152,958000,35,361,3,17,5,0,0,254,100,4,31666.666666666668
CAR008160,540000,35,328,3,21,6,0,3,254,102,5,41679.333333333336
CAR008164,340000,35,356,3,21,6,0,3,254,102,5,41679.333333333336
CAR008165,500000,35,97,3,0,3,0,3,254,102,5,41679.333333333336
CAR008166,750000,35,361,3,21,5,0,0,254,102,5,41679.333333333336
CAR008167,858000,35,361,3,18,5,0,0,254,102,5,41679.333333333336
CAR008168,490000,35,97,3,21,3,0,0,254,102,5,41679.333333333336
CAR008169,480000,35,97,3,21,3,0,0,254,102,9,331000.0
CAR008170,650000,35,471,3,17,4,0,0,254,102,6,47854.0
CAR008171,450000,35,97,3,21,3,0,0,254,102,4,31666.666666666668
CAR008172,598000,35,97,3,1,3,0,0,254,102,4,31666.666666666668
CAR008173,450000,35,97,3,21,3,0,0,254,102,4,31666.666666666668
CAR008174,588000,35,97,3,21,3,0,0,254,102,4,31666.666666666668
CAR008175,458000,35,356,1,18,6,0,2,254,102,4,31666.666666666668
CAR008176,428000,35,356,1,9,6,0,2,254,102,4,31666.666666666668
CAR008179,748000,35,361,1,4,5,0,0,254,102,7,298248.3333333333
CAR008180,398000,35,356,3,18,6,0,2,328,102,4,31666.666666666668
CAR008181,428000,35,356,1,21,6,0,2,254,102,3,140723.66666666666
CAR008184,417000,35,356,3,9,6,0,2,254,102,3,140723.66666666666
CAR008187,1328000,35,471,1,18,4,1,0,131,102,1,170666.66666666666
CAR008192,728000,35,97,1,18,3,0,0,254,102,3,140723.66666666666
CAR008193,668000,35,97,1,1,3,0,0,254,102,3,140723.66666666666
CAR008197,498000,35,97,3,1,3,0,0,254,102,7,298248.3333333333
CAR008201,888000,35,361,1,2,5,0,0,254,103,5,41679.333333333336
CAR008202,458000,35,328,1,18,6,0,3,254,103,6,47854.0
CAR008204,658000,35,97,3,21,3,1,0,328,103,2,129500.0
CAR008205,698000,35,97,3,1,3,1,0,328,103,2,129500.0
CAR008206,668000,35,97,3,21,3,1,0,328,103,2,129500.0
CAR008207,678000,44,106,3,9,3,1,0,328,103,2,129500.0
CAR008208,825000,35,105,1,17,5,0,2,254,103,4,31666.666666666668
CAR008209,1088000,35,361,3,18,5,0,0,254,103,2,129500.0
CAR008210,1388000,35,361,1,1,5,0,0,254,103,2,129500.0
CAR008214,388000,35,324,3,21,7,0,0,254,103,9,331000.0
CAR008215,368000,35,356,3,17,6,0,2,254,103,4,31666.666666666668
CAR008231,738000,35,363,1,4,5,1,3,239,103,6,47854.0
CAR008235,1079000,36,372,3,18,4,1,3,257,33,0,31700.0
CAR008236,824000,36,98,1,2,6,1,2,257,33,0,31700.0
CAR008245,320000,36,503,3,17,7,1,0,254,61,17,861884.6666666666
CAR008273,925000,36,372,1,4,4,1,0,328,18,1,170666.66666666666
CAR008277,100000,36,181,1,1,2,1,2,113,20,20,117266.66666666667
CAR008278,438000,36,503,3,21,7,1,0,186,20,9,331000.0
CAR008279,980000,36,315,1,1,5,1,2,328,20,1,170666.66666666666
CAR008283,340000,36,235,3,17,4,1,0,252,21,14,100000.0
CAR008287,1504000,36,482,3,4,5,0,0,186,21,0,31700.0
CAR008295,320000,36,235,3,21,4,1,0,131,21,19,122666.66666666667
CAR008306,1139000,36,372,1,6,4,1,0,239,22,0,31700.0
CAR008308,688000,36,315,1,21,5,0,2,305,22,2,129500.0
CAR008311,735000,36,98,1,1,6,1,2,225,22,0,31700.0
CAR008312,1504000,36,482,3,4,5,1,2,225,22,0,31700.0
CAR008313,118000,36,449,3,17,6,1,2,225,22,18,70667.0
CAR008314,688000,36,372,3,17,4,0,2,328,22,7,298248.3333333333
CAR008316,555000,36,391,3,1,5,0,2,328,22,14,100000.0
CAR008317,170000,36,218,1,18,6,1,2,123,22,16,530031.6666666666
CAR008318,120000,36,355,3,18,6,0,2,48,22,30,114074.33333333333
CAR008320,315000,36,235,1,1,4,1,0,102,22,15,58240.333333333336
CAR008321,300000,36,391,3,21,5,1,0,397,22,25,62333.666666666664
CAR008323,120000,36,218,1,8,6,1,2,263,22,18,70667.0
CAR008326,125000,36,154,1,1,6,1,2,264,22,20,117266.66666666667
CAR008327,170000,36,154,1,1,6,1,2,380,22,22,118067.66666666667
CAR008330,550000,36,391,3,18,5,1,0,113,22,15,58240.333333333336
CAR008334,125000,36,449,3,15,6,1,2,286,22,23,142134.33333333334
CAR008335,525000,36,372,3,1,4,1,0,395,22,10,82000.0
CAR008340,1139000,36,372,1,21,4,1,0,239,23,0,31700.0
CAR008343,450000,36,235,1,18,4,1,0,422,23,18,70667.0
CAR008347,180000,36,218,3,8,6,1,2,99,23,17,861884.6666666666
CAR008348,1440000,36,377,3,21,7,0,0,392,23,0,31700.0
CAR008352,460000,36,391,1,1,5,1,0,48,24,18,70667.0
CAR008353,189000,36,449,3,9,6,1,2,105,24,12,99333.33333333333
CAR008358,1239000,36,315,1,21,5,1,2,105,24,0,31700.0
CAR008359,580000,36,372,3,21,4,1,0,93,24,8,82333.33333333333
CAR008360,999000,36,519,1,4,5,1,0,214,24,0,31700.0
CAR008364,1440000,36,503,1,9,7,1,0,254,24,0,31700.0
CAR008365,1079000,36,372,1,21,4,1,0,254,24,0,31700.0
CAR008366,1504000,36,482,3,4,5,1,0,254,24,0,31700.0
CAR008368,1620000,36,98,1,21,6,1,0,105,24,0,31700.0
CAR008369,1450000,36,377,1,9,7,0,0,304,24,1,170666.66666666666
CAR008370,1909000,36,482,1,9,5,1,0,257,24,0,31700.0
CAR008371,925000,36,372,1,4,4,1,0,257,24,0,31700.0
CAR008372,1239000,36,315,1,1,5,1,2,257,24,0,31700.0
CAR008373,139900,36,503,1,9,7,1,0,239,24,0,31700.0
